reviewtext,rating
"['sega', 'cd', 'bad', 'version', 'doom', 'graphic', 'suck', 'barely', 'sound', 'decent', 'star', 'control', 'horrid', 'gameplay', 'horrid', 'shore', 'freeze', 'start', 'butchered', 'knee', 'deep', 'inferno', 'horrid', 'control', 'terrible']",1.0
"['consprosgood', 'people', 'snes', 'pc', 'consreally', 'bad', 'graphic', 'slow', 'animation', 'pc', 'save', 'game', 'short', 'pc', 'version', 'doom', '9this', 'pretty', 'game', 'snes', 'pc', 'version', 'alot']",1.0
"['game', 'bad', 'play', 'console', 'pc', 'easy', 'game', 'recommend', 'play', 'game', 'pc', 'snes', 'star']",1.0
"['trust', 'super', 'version', 'super', 'wrestlemania', 'sense', 'wrestler', 'slowly', 'walk', 'screen', 'deliver', 'simple', 'generic', 'wrestle', 'move', 'opponent', 'game', 'company', 'didnt', 'not_wrestler', 'not_move', 'not_bad', 'not_pain', 'not_imagine', 'buy', 'game', 'personal', 'childhood', 'memory', 'attach', 'buy', 'selection', 'legendary', 'wrestler', 'select', 'wrestler', 'play', 'game', 'nasty', 'snailpace', 'surprise', 'bad', 'boring', 'forgettable']",1.0
"['guess', 'title', 'review', 'essentially', 'game', 'game', 'feature', 'wrestling', '80', '90', 'hulk', 'hogan', 'randy', 'savage', 'shawn', 'michaels', 'undertaker', 'hawk', 'animal', 'legion', 'doom', 'earthquake', 'typhoon', 'natural', 'disaster', 'dollar', 'dibiase', 'justice', 'impressive', 'roster', 'wrestling', 'game', 'concede', 'bret', 'hitaman', 'hart', 'game', 'snub', 'matter', 'game', 'lousy', 'typical', 'oneonone', 'matchup', 'tag', 'team', 'matchup', 'survivor', 'series', 'elimination', 'match', 'flaw', 'finisher', 'wont', 'hogan', 'leg', 'drop', 'savage', 'elbow', 'earthquake', 'buttsplash', 'doomsday', 'device', 'simple', 'fingerblistering', 'grapple', 'tournament', 'campaign', 'mode', 'play', 'single', 'match', 'game', 'select', 'character', 'sound', 'typical', 'recycled', 'grunt', 'slam', 'music', 'halfway', 'decent', 'redeeming', 'factor', 'flaw', 'sophomoric', 'attempt', 'royal', 'rumble', 'title', 'avoid']",1.0
"['wrestler', 'version', 'wwf', 'wrestlemania', 'arcade', 'game', 'avoid', 'yoko', 'zuna', 'guy', 'powerful', 'move', 'bam', 'bam', 'guy', 'odd', 'didnt', 'not_guy', 'not_super', 'game', 'lot', 'option', 'wrestler', 'wrestler', 'leave', 'ridiculous', 'playstation', 'version']",1.0
"['game', 'crazy', 'meaning', 'game', 'sense', 'infact', 'anythingin', 'remotest', 'southeast', 'asiaplaying', 'game', 'execution', 'gameplay', 'childish', 'cartoony', 'move', 'game', 'life', 'perfect', 'piledriver', 'superheavyweight', 'yokozuna', 'game', 'speed', 'fast', 'sugar', 'wrestler', 'punch', 'wrestlersstuff', 'guy', 'punch', 'yokozuna', 'fish', 'pant', 'wrestler', 'speed', 'adventure', 'sonic', 'hedgehog', 'cartoon', 'sane', 'comparison', 'game', 'wreslters', 'wrestler', 'life', 'save', 'game', 'game']",1.0
"['sadly', 'remember', 'game', 'release', 'wait', 'finally', 'game', 'remember', 'excite', 'hour', 'game', 'realize', 'game', 'terrible', 'graphic', 'nice', 'cut', 'scene', 'average', 'voice', 'sound', 'combat', 'fast', 'adequate', 'wasnt', 'not_fun', 'realize', 'game', 'pretty', 'deep', 'dwell', 'deeper', 'game', 'cool', 'storyline', 'require', 'bad', 'terrible', 'horrible', 'combat', 'system', 'scrappy', 'mouse', 'drive', 'interface', 'watch', 'game', 'play', 'happy', 'finally', 'uninstalled', 'money', 'spend', 'game', 'tradgedy', 'game', 'ruin', 'rushed', 'product', 'gamer', 'fast', 'action', 'addict', 'gameplay', 'buy', 'icewind', 'dale', 'diablo', 'game']",1.0
"['game', 'attempt', 'dosbox', 'emulation', 'software', 'start', 'lock', 'pixelated', 'crash', 'fatal', 'error']",1.0
"['bit', 'trekkie', 'game', 'terrible', 'dissapointment', 'lot', 'people', 'money', 'utilize', 'magnificent', 'star', 'trek', 'universe']",1.0
"['game', 'awufal', 'load', 'bug', 'slow', 'unit', 'board', 'bad', 'play', 'setting', 'easy', 'game', 'price', 'buy', 'starcraft']",1.0
"['game', 'isnt', 'not_easy', 'game', 'confuse', 'puzzels', 'fun', 'easy']",1.0
"['understand', 'craze', 'game', 'ryus', 'blast', 'thdn', 'uppercuts', 'start', 'shoot', 'manage', 'bison', 'stand', 'head', 'die', 'chun', 'sagats', 'uppercuts', 'attack', 'guile', 'knee', 'saber', 'balrog', 'corner', 'stun', 'blocking', 'lower', 'health', 'attack', 'die', 'game', 'medium', 'difficulty', 'abuse', 'meta', 'knowledge', 'punch', 'punch', 'favor', 'game', 'timing', 'detail', 'plainly', 'game', 'fun', 'computer', 'tgat', 'absurdly', 'measure', 'advantage', 'attack', 'game', 'measure', 'counter', 'attack', 'flawlessly', 'kid', 'play', 'master', 'chess', 'hold', 'fight', 'game', 'verse', 'meta', 'knowledge', 'kill', 'game', 'star', 'honestly', 'dont', 'not_enjoy', 'not_game', 'kid', 'nosalgia', 'buy', 'adult']",1.0
"['street', 'fighter', 'game', 'overrated', 'garbage', 'people', 'game', 'street', 'fighter', 'diehard', 'mortal', 'kombat', 'fanand', 'mortal', 'kombat', 'street', 'fighter', 'beenand', 'rivalsi', 'haveand', 'alwaysside', 'mortal', 'kombat', 'mk', 'game', 'dull', 'cartoonlooking', 'characterswhile', 'mks', 'character', 'digitize', 'realistic', 'kidswhile', 'mk', 'blow', 'overthetop', 'violence', 'bucket', 'blood', 'gore', 'gameplay', 'mk', 'wellcompared', 'ii', 'overallif', 'fighting', 'game', 'genesisget', 'mortal', 'kombat', 'gamesand', 'dont', 'not_bother', 'not_waste', 'not_money', 'not_street', 'not_fighter', 'not_game', 'not_matter']",1.0
"['youe', 'thinkin', 'love', 'street', 'fighter', 'champion', 'edition', 'super', 'cool', 'fun', 'outstanding', 'graphic', 'selectable', 'character', 'fluent', 'control', 'super', 'release', 'sega', 'thinking', 'release', 'game', 'genesis', 'carefully', 'major', 'wrong', 'release', 'console', 'button', 'limited', 'genesis', 'button', 'start', 'standard', 'fighting', 'game', 'button', 'hk', 'mk', 'lk', 'hp', 'dont', 'not_game', 'not_program', 'not_genesis', 'not_button', 'not_controller', 'not_punch', 'not_kick', 'not_button', 'not_switch', 'not_press', 'not_start', 'not_suck', 'not_fun', 'not_game', 'not_combination', 'not_move', 'not_defeat', 'not_opponent', 'pause', 'button', 'button', 'switch', 'punch', 'kick', 'vice', 'versa', 'start', 'button', 'absolutely', 'excuse', '16bit', 'game', 'pause', 'button', 'dare', 'play', 'game', 'genesis', 'interruption', 'bathroom', 'play', 'dont', 'not_hour', 'not_leave', 'not_message', 'not_answer', 'not_machine', 'not_play', 'not_street', 'not_fighter', 'not_genesis', 'not_pause', 'not_button', 'not_leave', 'not_message', 'not_beep', 'beep', 'rip', 'play', 'classic', 'game', 'graphic', 'control', 'button', 'pause', 'button', 'super']",1.0
"['game', 'decent', 'version', 'frustrating', 'difficult', 'learn', 'play', 'graphic', 'gameplay', 'difficult', 'btw', 'scary', 'annoying', 'pc', 'gamers', 'save', 'game', 'limited', 'occasion', 'save', 'progress', 'novelty', 'factor', 'original', 'original', 'dark']",1.0
"['game', 'horrible', 'release', 'movie', 'fun', 'play', 'game', 'series', 'flick', 'hear', 'friend', 'rave', 'game', 'purchase', 'minute', 'camera', 'angle', 'annoy', 'control', 'clumsy', 'gameplay', 'corny', 'graphic', 'leave', 'veteran', 'gamer', 'sour', 'taste', 'zombie', 'dont', 'not_mind', 'not_flaw', 'youll', 'feel']",1.0
"['easy', 'setting', 'game', 'difficult', 'unplayable']",1.0
"['game', 'isnt', 'not_horribly', 'not_bad', 'fine', 'computer', 'instal', 'start', 'default', 'control', 'weird', 'changeable', 'major', 'drawback', 'game', 'graphic', 'interesteting', 'comic', 'shop', 'feel', 'cheat', 'lack', 'movie', 'movie', 'short', 'weapon', 'cool', 'bullettime', 'stay', 'matrix', 'graphic', 'firstperson', 'shooter', 'game', 'price', 'bin', 'save', 'money']",1.0
"['game', 'p3', '640mb', 'ram', '64mb', 'graphic', 'card', 'game', 'crash', 'frozen', 'window', 'system', 'row', 'quotplayquot', 'tutorial', 'download', 'patch', 'miserable', 'connection', 'speed', 'eventually', 'degrade', 'restart', 'thankfully', 'leave', 'download', 'install', 'resolve', 'freeze']",1.0
"['terrific', 'game', 'concept', 'nice', 'feature', 'play', 'core', 'game', 'standard', '4x', 'space', 'empire', 'builder', 'colony', 'management', 'complex', 'tech', 'tree', 'tactical', 'space', 'ground', 'combat', 'espionage', 'diplomacy', 'centralized', 'display', 'colony', 'status', 'building', 'supply', 'power', 'worker', 'operate', 'doesnt', 'not_simply', 'not_shut', 'not_game', 'not_warn', 'not_announcement', 'force', 'pause', 'game', 'month', 'personally', 'inspect', 'single', 'colony', 'discover', 'tech', 'system', 'bad', 'improve', 'ig1', 'type', 'tech', 'type', 'develop', 'hyperdrive', 'ship', 'ground', 'unit', 'colony', 'facility', 'sit', 'idle', 'suck', 'colony', 'power', 'worker', 'afford', 'waste', 'personally', 'remember', 'labs', 'colony', 'display', 'planet', 'idle', 'decide', 'develop', 'building', 'ship', 'building', 'dont', 'not_game', 'not_futile', 'not_diplomacy', 'not_system', 'not_sluggish', 'not_screen', 'not_redraw', 'not_constant', 'not_nagging', 'not_interruption', 'not_message', 'not_random', 'not_event', 'not_spy', 'not_demand', 'offense', 'reviewer', 'hardcore', 'strategy', 'addict', 'fetish', 'micromanagement', 'enjoy', 'game', 'return', 'buy']",1.0
"['game', 'typical', 'quotgrab', 'headline', 'deliverquot', 'expect', 'lucasarts', 'technology', 'understand', 'empire', 'battlefield', 'map', 'quotzero', 'field', 'visionquot', 'persists', 'game', 'control', 'twitchy', 'graphic', 'compete', 'class', 'game', 'metal', 'fatigue', 'buy', 'game', 'bc', 'fan', 'spend', 'play', 'amateurish', 'shrink', 'wrap', 'goop']",1.0
"['game', 'user', 'interface', 'mess', '5th', 'dimensional', 'eye', 'lose', 'manage', 'game', 'meander', 'view', 'lock', 'troop', 'tortuous', 'exercise', 'hour', 'uninstalled', 'program', 'mistake', 'game', 'doesnt', 'not_live', 'not_promise']",1.0
"['buy', 'game', 'huge', 'waste', 'money', 'gameplay', 'horrible', 'control', 'pac', 'sling', 'shot', 'dont', 'not_fast', 'not_mpossible', 'not_stuff', 'not_sling', 'not_shot', 'move', 'stuff', 'sling', 'shot', 'seriuosly', 'dumb', 'reterning', 'bad', 'save', 'money', 'buy', 'original', 'pacman', 'game']",1.0
"['wow', 'isnt', 'not_game', 'not_simply', 'not_wow', 'sarcastically', 'mind', 'video', 'game', 'arcade', '1980s', 'namco', 'develop', 'game', 'pacman', 'feature', 'yellow', 'circle', 'insatiable', 'appetite', 'dot', 'flavor', 'ghost', 'werent', 'happy', 'pacman', 'dot', 'pacman', 'cost', 'dot', 'seemingly', 'grow', 'type', 'growth', 'enhancer', 'endow', 'pacman', 'unusual', 'power', 'totally', 'ghost', 'throw', 'fruit', 'random', 'food', 'play', 'field', 'pacman', 'devour', 'ability', 'expand', 'palette', 'game', 'worldwide', 'phenomenon', 'game', 'create', 'character', 'universally', 'recognize', 'icon', 'represent', 'heyday', 'classic', 'gaming', 'sprite', 'pacman', 'lead', 'pack', 'annals', 'classic', 'game', 'xbox', 'ps3', 'namco', 'audacity', 'lower', 'pacman', 'portray', 'pacman', 'iconic', 'leader', 'classic', 'gaming', 'overly', 'emotional', 'twit', 'mercy', 'slingshot', 'object', 'game', 'eventually', 'beat', 'creature', 'gum', 'fine', 'game', 'engine', 'doesnt', 'not_support', 'not_control', 'not_combat', 'not_nature', 'not_simple', 'not_mission', 'not_dont', 'not_climatic', 'not_battle', 'not_gum', 'not_monster', 'mission', 'totally', 'random', 'purpose', 'doesnt', 'not_account', 'not_simply', 'not_complete', 'not_game', 'not_mission', 'not_completion', 'not_rating', 'not_game', 'annoy', 'game', 'complete', 'game', 'gameplay', 'autonomous', 'sense', 'game', 'basically', 'sling', 'rock', 'screen', 'pacman', 'move', 'direction', 'continually', 'attack', 'rock', 'super', 'pacball', 'decide', 'doesnt', 'engine', 'base', 'pacmans', 'emotion', 'pacman', 'happy', 'ensure', 'complete', 'game', 'mission', 'pacman', 'angry', 'command', 'object', 'environment', 'youll', 'complete', 'mission', 'interact', 'pacman', 'shoot', 'stuff', 'environment', 'food', 'apple', 'hot', 'dog', 'youll', 'shoot', 'drop', 'tree', 'pacman', 'youll', 'shoot', 'door', 'store', 'surprisingly', 'glass', 'door', 'doesnt', 'not_break', 'not_pacman', 'not_youll', 'not_shoot', 'not_super', 'not_pacballs', 'not_super', 'not_pacman', 'not_attack', 'not_ghost', 'speaking', 'annoy', 'aspect', 'game', 'ghost', 'encounter', 'essentially', 'youll', 'fight', 'ghost', 'pacman', 'snivel', 'wimp', 'shoot', 'rock', 'youll', 'shoot', 'super', 'pacball', 'pacman', 'super', 'pacman', 'absolutely', 'control', 'pacman', 'game', 'screen', 'attack', 'resemble', 'ghost', 'lack', 'control', 'downright', 'annoy', 'basically', 'life', 'pacman', 'simulator', 'bore', 'figure', 'suppose', 'shoot', 'pacman', 'attack', 'hot', 'dog', 'stand', 'fun', 'finish', 'game', 'waste', 'stage', 'guide', 'pacman', 'glider', 'riding', 'mine', 'cart', 'bad', 'mine', 'cart', 'ride', 'blow', 'difficulty', 'game', 'totally', 'cryptic', 'virtually', 'unbeatable', 'twenty', 'bad', 'choice', 'continue', 'mine', 'shaft', 'literally', 'hour', 'shaft', 'reward', 'wasnt', 'not_satisfying', 'not_lead', 'not_backyard', 'not_pacmans', 'not_house', 'dont', 'not_namco', 'not_game', 'not_honestly', 'not_dont', 'original', 'idea', 'gameplay', 'satisfy', 'mention', 'defame', 'pacmans', 'reputation', 'game', 'close', 'start', 'game', 'pacman', 'famous', 'game', 'worth', 'buy', 'avoid', 'cost', 'piece', 'snes', 'collection']",1.0
"['dotmatrix', 'gameboy', 'title', 'worth', 'outdated', 'game', 'bad', 'bad', 'metroid', 'withmetroid', 'prime', 'huntersthe', 'buck']",1.0
"['hear', 'game', 'mario', 'fan', 'bougt', 'seller', 'glad', 'refund', 'price', 'didnt', 'not_return', 'not_game']",1.0
"['bad', 'rpgs', 'existance', 'easy', 'unoriginal', 'plot', 'crap', 'graphic', 'atari', '2600s', 'system', 'advanced', 'game', 'rpg', 'scantly', 'clad', 'woman', 'rpg', 'princess', 'clothe', 'fememist', 'mallow', 'geno', 'load', 'fail', 'dont', 'not_people', 'not_smash', 'not_brother', 'not_crap', 'not_game', 'plot', 'original', 'center', 'bowser', 'kidnapping', 'rap', 'peach', 'toadstool', 'character', 'smithy', 'star', 'battle', 'system', 'mario', 'game', 'play', 'mario', 'marios', 'machine', 'cdi', 'classic', 'hotel', 'mario', 'rpg', 'snes', 'play', 'dungeon', 'master', 'final', 'fantasy', 'mystic', 'quest']",1.0
"['game', 'return', 'game', 'didnt']",1.0
"['aware', 'people', 'base', 'opinion', 'popular', 'videogames', 'intelligent', 'script', 'intelligent', 'plot', 'intelligent', 'substance', 'intelligent', 'thinking', 'remind', 'colony', 'wouldve', 'leave', 'single', 'draft', 'ability', 'developer', 'psygnosis', 'feel', 'piece', 'game', 'isnt', 'not_single', 'not_idea', 'not_game', 'not_isnt', 'not_generic', 'not_thievery', 'not_game', 'not_movie', 'not_cliche', 'isnt', 'not_single', 'not_idea', 'not_base', 'not_science', 'not_fiction', 'not_competitor', 'not_darklight', 'not_conflict', 'not_true', 'not_hero', 'not_littleknown', 'not_original', 'not_game', 'not_release', 'not_electronic', 'not_colony', 'not_conceive', 'darklight', 'conflict', 'spaceshooter', 'gameplay', 'idea', 'colony', 'replicate', 'game', 'story', 'colony', 'militant', 'fighter', 'pilot', 'space', 'rebel', 'alliance', 'force', 'evil', 'emporer', 'shoot', 'army', 'narrational', 'voice', 'actor', 'sound', 'james', 'jones', 'voice', 'darth', 'vader', 'fullmotion', 'video', 'fmvs', 'company', 'independence', 'sound', 'direct', 'wordforword', 'copy', 'plot', 'star', 'idea', 'colony', 'firey', 'explosion', 'dont', 'not_exist', 'not_space', 'not_fire', 'not_oxygen', 'not_exist', 'not_space', 'not_atmosphere', 'black', 'dont', 'not_exist', 'not_whirlpool', 'not_middle', 'not_space', 'not_background', 'not_gravity', 'not_intense', 'not_escape', 'spaceship', 'dont', 'not_plane', 'not_atmospheric', 'not_friction', 'not_enable', 'not_control', 'not_aero', 'dont', 'not_loud', 'not_rumbling', 'not_noise', 'not_pass', 'not_camera', 'not_lense', 'not_sound', 'not_atmosphere', 'future', 'imperialistic', 'human', 'colonization', 'liquidation', 'planetary', 'system', 'universe', 'purpose', 'natural', 'resource', 'mission', 'battle', 'drill', 'instruction', 'voice', 'male', 'female', 'narrate', 'limit', 'talk', 'subject', 'option', 'menus', 'space', 'cowboy', 'science', 'fiction', 'unoriginal', 'action', 'game', 'captivate', 'nonthinkers', 'story', 'darklight', 'conflict', 'gun', 'pilot', 'middle', 'dogfight', 'suddenly', 'beam', 'surround', 'awake', 'completely', 'foreign', 'environment', 'realize', 'arm', 'leg', 'replace', 'tentacle', 'biologically', 'graft', 'console', 'space', 'vehicle', 'voice', 'speaks', 'english', 'voice', 'human', 'induct', 'army', 'alien', 'race', 'midst', 'interplanetary', 'defend', 'losing', 'recruit', 'expert', 'fighter', 'pilot', 'experience', 'vessel', 'signify', 'symbol', 'fourfingered', 'training', 'fighterships', 'oval', 'protrude', 'weaponry', 'variety', 'involve', 'weird', 'plasma', 'cannon', 'ship', 'electromagnetic', 'field', 'shield', 'consume', 'deal', 'energy', 'venture', 'wormhole', 'warp', 'carefully', 'avoid', 'radiation', 'wave', 'usurp', 'vessel', 'energy', 'travel', 'darklight', 'conflict', 'science', 'fiction', 'connect', 'premise', 'game', 'scifi', 'film', 'island', 'earth', 'premise', 'movie', 'scientist', 'alien', 'race', 'human', 'scientist', 'dont', 'not_alien', 'alien', 'planet', 'alien', 'commander', 'planet', 'overrun', 'planet', 'race', 'recruit', 'earth', 'scientist', 'advanced', 'technology', 'survive', 'invasion', 'enemy', 'destroy', 'planet', 'ship', 'energy', 'return', 'scientist', 'earth', 'safe', 'return', 'alien', 'drive', 'ship', 'hear', 'remember', 'stuff']",1.0
"['dont', 'not_sega', 'not_socalled', 'not_game', 'not_refer', 'not_digital', 'not_vomit', 'hear', 'sonic', 'yeah', 'fasterthensound', 'hedgehog', 'game', 'superfast', 'pace', 'action', 'sonic', 'labyrinth', 'superfast', 'pace', 'action', 'slow', 'tedious', 'maze', 'explore', 'limit', 'minute', 'game', 'slow', 'dont', 'not_bore', 'not_sonic', 'not_move', 'not_slower', 'not_mario', 'wasnt', 'not_accidental', 'not_bug', 'not_hardware', 'not_issue', 'dont', 'not_mind', 'not_watch', 'not_favorite', 'not_hedgehog', 'not_crawl', 'not_mind', 'not_diasters', 'music', 'atari', 'sound', 'graphic', 'pong', 'incredible', 'gameplay', 'play', 'marios', 'machine', 'week', 'dont', 'not_buy', 'not_youll', 'not_sonic', 'close', 'dont', 'not_labyrinth', 'not_farther']",1.0
"['people', 'react', 'game', 'final', 'fantasy', 'franchise', 'attach', 'recommend', 'tactical', 'srpg', 'game', 'purchase', 'vandal', 'heart', 'psx', 'shin', 'force', 'genesis', 'wii', 'virtual', 'consolei', 'genesis', 'snes', 'game', 'issue', 'save', 'battery', 'endless', 'grinding', 'disgea', 'series', 'recommendation', 'game', 'bad', 'star', 'rating', 'everyones', 'attention', 'option', 'srpgs']",1.0
"['play', 'game', 'dont', 'game', 'start', 'game', 'guess', 'didnt', 'not_understand', 'not_buy', 'alright']",1.0
"['disappointment', 'xii', 'curious', 'producer', 'mess', 'frachise', 'root', 'final', 'fantasy', 'tactic', 'people', 'enjoy', 'frustration', 'game', 'game', 'fun', 'final', 'fantasy', 'tactic', 'annoy', 'frustrate', 'unrewarding', 'dont', 'not_wrong', 'not_people', 'not_game', 'spend', 'level', 'character', 'story', 'battle', 'easy', 'completely', 'wrong', 'stick', 'bos', 'battle', 'hour', 'level', 'character', 'level', 'enemy', 'wrong', 'bos', 'level', 'wipe', 'party', 'level', 'equipment', 'game', 'final', 'fantasy', 'frachise', 'game', 'producer', 'worth', 'people', 'game', 'challenging', 'fun', 'gamer', 'star', 'game']",1.0
